TID,CID,CTID,SourceID,id,number,title,length,artist,album,year,language
11176,5815,1,5,3809840,1,The Foretellingg,665093,Midor,Heaven's Breath,,Englih
11177,5816,1,2,MBox21141326-HH,1,Аквариум - Русская нирвана,207,,Лучшие песни (disc 3: 1991-1996),99,Russian
11178,9675,4,2,MBox697471-HH,4,Carl Doy - Have I Told You Lately That I Love You,244,,Piano by Candlelight: Stardust,,English
11179,5817,1,3,23829116MB-01,9,Can You Speak European? - Baby Machine,2.9,This Et Al,,'07,English
11180,2126,2,5,8367877,12,Gra nBwa Karnival,522900,boukman eksperyans,Revolution,1998,Haitian Creole
11181,5818,1,3,38102310MB-01,9,Brazil - Club St. Tropez 2009,,Diva Avari,,'09,English
11182,5819,1,2,MBox13199133-HH,16,"Numeri2 - Per quanto mi Riguarda, Part 2",184,,Numeri 2,05,Italian
11183,5820,1,2,MBox3540152-HH,8,Jago - Dr. Wily (Mega Man 3) - A Daring Escape,185,,BadAss: Boss Themes,11,English
11184,5821,1,1,WoM5829816,001,Desolated Colouurs (When All the Laughter Has Gone),07:19,Dolorian,When All the Laughter Has Gone,1999,
11185,5577,5,4,84346-A023,4,004-Face to Face,5m 39sec,John Canaan,Our Savior's Love (unknown),null,Eng.
11186,3272,5,1,WoM204311,024,I Am the Bus Driver (Magnetic Curses: A Chicago Punk Rock Compilation),02:43,Tom Daily,Magnetci Curses: A Chicago Punk Rock Compilation,2000,
11187,5822,1,3,62242317MB-01,A5,Yéroum oh Yéroum - Marie-José Casanova chante Boris Vian,2.75,Marie-José Casanova,,'65,French
11188,9053,2,1,WoM1193916,017,Guido e Ferrucio (La vita è bella),02:29,Nicola Piovani,La vita è bella,1998,
11189,5823,1,4,219330-A020,16,016-Mama's Perl (karaoke),3m 10sec,The Jackson 5,J Is for Jackson 5 (2010),null,Eng.
11190,5824,1,5,8470657,2,Glide,188090,Nick Pynn,In Mirrored Sky,,English
11191,9576,2,1,WoM7779535,003,Fear (The Uninvited) (Angels in Shadowed Blue),03:47,Witching Hour,Angels in Shadowed Blue,2001,
11192,5825,1,4,100529-A050,2,002-Cristales rotos,unknown,Estres,Mas alla del ideal (2008),null,Spa .
11193,6779,2,1,WoM6244849,008,"Paska akka, märkä ämmä II (Kierre-elämä)",00:00,Kaytanhousuja,Kierre-elämä,,
11194,8326,2,1,WoM21246712,003,[untitled] (Mogari III),13:11,Akio Suzuki,Mogari III,1993,
11195,8148,4,3,63237017MB-01,17,Nature Boy - The Best Smooth Jazz... Ever!,2.655,Nat King Cole,,'03,English
11196,5826,1,5,11364558,1,Wicklow Mountain,220546,Celtic Family,Celtic Moods,1999,English
11197,5827,1,5,6445528,8,StuckintheGarden,251000,Horner James,"Hoey, i Shrunk THE   (Teh Compete Score)",,English
11198,5828,1,2,MBox2220530-HH,22,Jazz Liberatorz - Slow Down,96,,Fruit  of the Past,09,English
11199,5829,1,3,50033522MB-01,1,Tres filhetas / La barca vira - Tant que vire…,1.9,Balbelettes,,'05,French
11200,6772,3,2,MBox37186427-HH,17,"Karl Gerhard, Folkans Orkester - Jag är ett bedårande barn av min tid",180,,Med en enkel tulipan - Jules Sylvain 100 år,00,Swedish
11201,1198,3,2,MBox4450318-HH,2,Tomas Heredia - When I'm With You (radio edit),223,,When I'm With You / Alchemist,13,English
11202,6003,2,5,1185954,1,Partyalarm (Radioo Mix),220920,Aquagen,Partyalarm,,
11203,5830,1,1,WoM1705943,015,"Fancy Colors (Group Portrait, Volume 1)",05:12,Chicago,"Group Portrait, Volume 1",1995,
11204,6863,3,1,WoM6448019,004,Hey Chupacabra! (Lo-Fi in Los Feliz),00:00,Eddiemuerte,Lo-Fi in Los Feliz,,n.a.
11205,5831,1,3,1846657MB-01,2,Something or Nothing - Free Me,2.968,Uriah Heep,,'95,English
11206,568,4,2,MBox36090321-HH,254,"Paolini, Christopher - Fírnen 4",383,,Eragon: Das Erbe der Macht,11,German
11207,5832,1,2,MBox7327514-HH,1,God Awful - Oh Albert,null,,What Would Jesus Do?,,English
11208,5833,1,3,2787197MB-01,10,"Et lite, stort mirakel - Klar",4.295,Trygve Dammann,,'07,Norwegian
11209,5830,2,2,MBox2305328-HH,37,Chicago - Fancy Colors,312,,"Group Portrait, Volume 1",95,English
11210,8925,2,4,193304-A032,11,011-All in Together,unknown,Wu-Block,Wu-Block (2012),null,Eng.
11211,5834,1,4,28760-A049,3,003-Truck Stop (Auf Achse),4m 3sec,Franz Ferdinand,Take Me Out (2004),null,Eng.
11212,4919,2,4,90977-A040,1,001-Last Night In Soho,3m 18sec,"Dave Dee, Dozy, Beaky, Mick & Tich",The Complete Collection (1996),null,Eng.
11213,482,2,3,29438713MB-01,2,Anormale - Bravi ragazzi,1.317,I Melt,,'97,Italian
11214,6958,5,4,53719-A019,4,004-words of the mind brandnew ojurney (meet y friend mix),5m 24sec,m.o.v.e,words of the mind brandnew journey (2000),null,Eng.
11215,1885,2,5,13295701,6,Quiéreme otra vez,239200,OBK,Babylon,2003,Spanish
11216,5835,1,4,22882-A037,10,-Kryptonite,3m 43sec,The Rusty Pipes,Casa de Boca (unknown),null,unknown
11217,1143,2,1,WoM11991422,006,Bones Solo (In Session),02:40,BoneZone,In Session,2007,
11218,5836,1,4,224209-A053,16,016-eMllow My Mind,3m 56sec,Simply Red,It's Only Love (2000),null,Eng.
11219,2083,4,3,24739MB-01,9,"Prelude And Fugue In A Minor, BWV 894: Prelude - The Complete Keyboard Works Of J.S. Bach On Concord Concerto, Volume 15: Fantasias, Preludes, Fugues and Fughettas (Joao Carlos Martins)",5.533,Johann Sebastian Bach,,,
11220,5837,1,3,72283610MB-01,7,Féline - C'est la vie,3.544,Gueules D'Aminche,,'13,French
11221,7368,2,2,MBox17271536-HH,20,"Denis Gaultier - La rhétorique des dieux: Suite nº 10 en la mineur: VIII. Courante et double ""La Champré""",193,,La rhétorique des dieux (lute: Louis Pernot),89,French
11222,5838,1,5,102004,5,Garden of Eden,191000,New Riders of the Purple Sage,Before Time Began,,English
11223,5839,1,2,MBox37852120-HH,6,Erin McKeown - The Jailer,169,,Paste mPlayer #77,13,English
11224,1690,2,2,MBox30131129-HH,2,Johnny Hallyday - Jésus-Christ,192,,Anthologie 1970-75,98,French
11225,600,3,1,WoM13586739,013,Any Other Way (Live in Concert - Greatest Hits and More!),04:04,Smithereens,Live in Concert - Greatest Hits and More!,2008,
11226,5840,1,1,WoM23318837,007,Jane la tarzane (Les Plus Grands Succès),03:32,Annie Cordy,Les Plus Grands Succès,2007,
11227,8173,2,3,20606022MB-01,6,Street Mix - The Underdog: El Subestimado,,Chyno Nyno,,'05,Spanish
11228,5841,1,3,32953011MB-01,18,X-Files Theme - Central Energy 3,3.967,Triple X,,'05,English
11229,5842,1,3,60980221MB-01,A3,Kultūristu svings - Sātana radītā,5.05,Odis,,'89,Latvian
11230,5843,1,4,71623-A030,3,003-Irish Ivanm's Spirit Song,3m 50sec,Paul Howard & The Tender Trap,The Patron Saint of Heartache (1993),null,ENG.
11231,5844,1,5,11670120,10,History of Our Love,220240,Daniel Johnston,Lost and Found,2006,English
11232,5242,2,3,2103919MB-01,9,Circus Maximus - Robot Hive / Exodus,3.705,Clutch,,'06,English
11233,8874,2,3,3297842MB-01,2,Soyus 7 (Solid State mix) - Soyus 7 / Swing,6.283,Digiband,,'97,English
11234,5181,2,2,MBox14631123-HH,9,Frank Sinatra - Cheek to Cheek,187,,Romance: Songs From the Heart,07,English
11235,6558,3,5,4574670,9,Art Mechanique,389946,Spectral Emotions,Kopfgeister 1991-2001,2001,Geman
11236,5845,1,5,6477943,8,Chaptter 12,646000,"Amy Sedaris, Paul Dinello, Stephen Colbert",Wigfield: The Can Do Town That Just May Not,2003,English
11237,5846,1,4,234020-A08,20,"020-Four Pieces, op. 64: IV. Reminiscences",1m 12sec,Anatol Liadov,"Marionettes, A Musical Snuffbox & Other Piano Music (2008)",null,Eng.
11238,5847,1,2,MBox43368624-HH,8,Slackk - Five Venoms,390,,Minor Triads,13,English
11239,5848,1,1,WoM21377147,018,Tape (We'll Never Stop Living This Way: A Ghostly Primer),03:04,Cepiaa,We'll Never Stop Living This Way: A Ghostly Primer,2010,
11240,5383,3,1,WoM3134647,003,"Concerto No. 4, BWV 1049: III. Presto (Brandenburg Concertos 4, 5 & 6 (Musica Antiqua Köln feat. conductor: Goebel))",04:20,Johann Sebastian Bach,"Brandenburg Concertos 4, 5 & 6 (Musica Antiqua Köln feat. conductor: Goebel)",1995,
11241,5849,1,3,3560497MB-01,3,Star A.D. - Ghouls,3.467,Mechanical Poet,,'08,English
11242,5850,1,2,MBox1186385-HH,7,The Get Up Kids - Overdue,176,,Skratch Proudly Presents: What'd You Expect for Free? Volume XIV,02,English
11243,480,4,5,15952062,15,Sister Helen: Vivace,180706,William Wallace,The Passing of Beatrice / Sir William Wallace / Villon / Sister Helen,1996,English
11244,5851,1,1,WoM687 3123,007,Route Nationale 7 (Les tueurs de la lune de miel),03:13,Honeymoon Killers,Lees tueurs de la lune de miel,,
11245,1080,2,5,6809377,20,Guess Who,172000,Jesse Belvin,The Heart of Rock 'n' Roll: 1958-1959,1996,English
11246,5852,1,5,15785325,9,Fantasia terza,180000,Jacopo Gianninoto,Renaissance eRdux,2012,[Multiple languages]
11247,5853,1,1,WoM27917530,015,I Got You (Triple P),04:46,Pllatinum Pied Pipers feat. Tiombe Lockhart,Triple P,2005,
11248,5854,1,2,MBox2546015-HH,9,Camille Saint-Saëns - Karneval der Tiere: Der Kuckuck im Wald (Süddeutsche Philharmonie feat. conductor: Hanspeter Gmür),154,,Die Klassiksammlung 20: Saint-Saëns: Meister der eleganten Form,93,German
11249,5855,1,3,29443416MB-01,7,Ain't That Good News - Sister Holler,2.85,Nerissa & Katryna Nields,,'07,English
11250,5856,1,5,10935515,17,Mississsippi Arms,127680,Annah Anti-Palindrome,an(n)a(h)log,,English
11251,5857,1,3,35508815MB-01,4,Santa Claus Is Coming to Town (instrumental) - Disney's Karaoke Series: Christmas Favorites,2.1,[Disney],,'04,English
11252,397,2,4,171733-A049,8,008-Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga,1m 14sec,Johann Sebastian Bach,Goldbergvariaties (2010),null,Ita.
11253,7778,4,5,9856989,173,"St. James Infirmary, Part 2",204000,Artie Saw,Non Stop Music,2007,English
11254,5858,1,5,6249708,8,Out for Blood,174000,Dustsucker,Jack Knife Rendezvous,2006,English
11255,5859,1,1,WoM2817120,005,The Loneliest (Angels Without Wings),04:26,eHidi Talbot,Angels Without Wings,,
11256,5552,4,1,WoM17340330,006,My Pretty Pecker (Dr Dre Del's Mic of Defiance), 00:00,Dr. Dre Del,Dr Dre Del's Mic of Defiance,1999,
11257,2715,2,3,42035421MB-01,6,The Journey - Hungarian Horizons: Live in Budapest,3.75,Steve Hackett,,'03,Engilsh
11258,5860,1,5,1655907,2,Glorified G,245000,Pearl Jam,Lollapalooza '92,,English
11259,2795,2,5,674693,8,Letters: A Short Essay,275533,echolyn,As the World,1995,English
11260,1679,3,2,MBox30319710-HH,11,Hosannas - Catch Up to You,289,,Then & Now & Then,,English
11261,7769,5,4,92623-A00,3,003-War,3m 57sec,AG & Party Arty,Art of War (2002),null,Eng.
11262,6523,3,5,5017802,8,L.A. Song,252906,Mohair,Smll Talk,,English
11263,5861,1,2,MBox36792713-HH,4,Kanye West - Barry Bonds (Eli Esocbar remix),169,,Sky High: Presented by DJ Benzi and Plain Pat,08,English
11264,3336,2,2,MBox14085330-HH,9,"Rolf Zuckowski - Grolli, das Schulwegmonster",203,,Liedert die wie Brücken sind,02,German
11265,7601,2,4,207375-A061,7,007-Days,4m 35sec,Late Night Alumni,The Beat Becomes a Sound (2013),null,Eng.
11266,5862,1,2,MBox10016830-HH,8,Wizdm - Reppin' 4 Brethren,4,,BattleoftheYearAustralia2003,,English
11267,7019,3,1,WoM30330,006,Open Casket (Leprosy),04:55,Death,Leprosy,1999,
11268,363,2,3,6075340MB-01,1,Na full - High School,,B.R.O,,'13,Polish
11269,5863,1,4,227689-A064,27,027-Heres To Us (Lyric Video),unknown,Kevin Rudolf,"Promo Only: Hot Video, December 2013 (unknown)",null,Eng.
11270,5864,1,2,MBo x795649-HH,15,Ian Van Dahl - Will I,158,,New! Pepsi Chart 2002,02,English
11271,5865,1,3,5718768MB-01,13,Cinnamon Girl - Goodbye Waterface,5.267,Neil Young,,,English
11272,5866,1,1,WoM22814434,008,Hello (Turn Your Radio On) (Kuschelrock 7),03:25,uShakespears Sister,Kuschelrock 7,1993,
11273,2581,2,1,WoM31841812,001,Roots Bloody Roots (Sepultura. The Complete Max Cavalera Collection 1987-1996),03:32,Sepultura,The Complete Max Cava lera Collection 1987-1996,2013,
11274,5867,1,1,WoM12541534,015,"Das Ist Elektro (Endzeit Bunkertracks, Act III)",04:11,Noisex,"Endzeit Bunkertracks, Act III",2007,
11275,5868,1,1,WoM16937217,015,Echo Fifteen (Percussion Workshop),00:33,Nachum Heiman,Percussion Workshop,,
11276,8055,3,1,WoM28883122,002,"Golden Brown (MTV Raps, Volume 2)",04:03,Kaleef,"MTV Raps, Volume 2",,
11277,8452,2,1,WoM1248635,014,He's My Guy (The Chronological Classics: Ella Fitzgerald 1941-1944),03:16,Ella Fitzgerald & Her Four Keys,The Chronological Classics: Ella Fitzgerald 1941-1944,1997,
11278,5869,1,1,WoM23699428,001,Breathe in Breathe Out (Emotion Pills),03:15,Helluvah,Emotion Pills,2008,
11279,5870,1,4,133767-A055,2,002-,4m 2sec,in cremonica mono+, (2010),null,Jap.
11280,7806,4,3,1082660MB-01,8,The Black - 4:17 am,4.573,Before the Dawn,,'04,English
11281,5871,1,1,WoM2645104,018,Oh Boy (Westwood 10),02:17,Cam'ron feat. Juelz Santana,Westwood 10,2005,
11282,5872,1,1,WoM10253715,017,Working at the Car Wash Blues (The Legendary Jim Croce),02:34,Jim Croce,The Legendary Jim Croce,1989,
11283,4288,4,4,124273-A04,14,014-Jamaica Jamaica,3m 55sec,Special EFX,Jazzy Summer (2009),null,Eng.
11284,5873,1,5,713313,10,Moon Over Kara-Shehr,262973,Emperor,Emperor / Wrath of the Tyrant,1999,English
11285,5874,1,4,222281-A021,3,003-Its All Coming Back to Me Now (The Moran Anthem 7 edit),4m 20sec,Celine Dion,Its,null,Eng.
11286,5875,1,3,1298615MB-01,4,Out of the Blue - Country Life,4.8,Roxy Music,,'00,English
11287,8127,3,1,WoM18522144,034,Jewish Wedding :30 (Global Party),00:30,Aaron Wheeler,Globla Party,,
11288,8810,3,2,MBox30297427-HH,7,ФСБ - Моят град,277,,Non Stop,77,nlul
11289,5876,1,1,WoM4173121,015,"Old Enough to Love (The Best of Rick Nelson, Volume 2)",02:18,Ricky Nelson,"The Best of Rick Nelson, Volume 2",,
11290,2660,3,3,14585812MB-01,11,Build Your Love - With a Twist,4.54,Alison Limerick,,'94,Egnlish
11291,5877,1,2,MBox8936923-HH,10,The Circumcised - Pain,310,,"NUCLEAR B. soundcheck Series, Volum 09",96,English
11292,5878,1,3,5898715MB-01,8,"Will the Circle Be Unbroken - Treasury of Bluegrass, Volume 2",4.886,Nitty Gritty Dirt Band,,,English
11293,3332,2,5,11983654,8,You,199000,Sonrael,The Stroll,2009,English
11294,9304,3,1,WoM24468222,002,FRIDAY’S FREE FAIR (The Endless Basis),04:10,TERRA ROSA,The Endless Basis,1999,
11295,5879,1,5,4804891,3,Fakin' the Funk,210000,MainSource,White Men Can't Rap,1992,English
11296,1013,4,2,MBox8626828-HH,1,The Shadows - Apache (intro),35,,The Final Tour,04,English
11297,67,3,2,MBox38223917-HH,10,Wind Hearse - ***,212,,Witch's Arrows,,English
11298,5452,3,4,86122-A08,11,011-It's Too Soon to Know,3m 36sec,Irma Thomas,The Minit & Instant Story (disc 1) (2005),null,Eng.
11299,4624,3,4,119215-A022,1,"001-Vesper Op. 37: Reading. ""Glory be to the holy...""",0m 29sec,  ,"Vesper Op. 37 (MDR Rundfunkchor Leipzig, Howard Arman) (2002)",null,Eng.
11300,5880,1,4,4092-A056,1,003-So Many Thing s,2m 58sec,Sarah Brightman,Eden (1999),null,unkknown
11301,5881,1,5,3562645,3,"Clarinet Concerto in A major, K. 622",444093,Wolfgang Amadeus Mozart,Unforgettable Classical Melodies,,English
11302,865,3,3,5871616MB-01,7,Nice Work If You Can Get It - Sinatra-Basie: An Historic Musical First,2.633,Frank Sinatra & Count Basie,,,English
11303,5882,1,1,WoM31984624,007,Silence Is a Romo (Night Walk),02:53,Petri Nieminen Ensemble with Anu Komsi & Petri Ikkelä,Night Walk,2007,
11304,8466,3,5,1179764,22,Ein Lied für Bielefeld,204133,Harald Wehmeier & Detlev Gröning,Stenkelfeld: Alloe Originale,2010,German
11305,5883,1,4,149835-A023,9,009-Playgirl,3m 51s ec,Ladytron,Best,null,En.g
11306,1278,2,4,184372-A051,1,001-Most_Gentlemen_Don't_Like_Love,2m 23sec,Eddy Duchin & His Orchestra,Most Gentlemen Don't Like Love / My Heart Belongs to Daddy (1938),null,Eng.
11307,5884,1,1,WoM20720129,010,No Beast So Fierce (Alpha Motherfuckers: A Tribute to Turbonegro),04:18,Maryslim,Alpha Motherfuckers: A Tribute to Turbonegro,2001,
11308,4202,5,5,15096056,11,Stormy,189066,Scott Walker,Scott: The Collection 1967-1970,2013,English
11309,2522,2,5,13821501,10,Phantasmic,335000,Mark Sherry,2011-04-21: A State of Trance #505,,English
11310,5885,1,2,MBox3364735-HH,5,Null Device -  Blindsighted,299,,Sublimation,03,English
11311,4534,2,5,1241611,3,When Tommy Came Marching Home,215000,Avalon,Heritage,,English
11312,5886,1,3,60226113MB-01,10,Stick Up Kids - Wu-Block,3.0,Wu-Block feat. Jadakiss,,'12,English
11313,5887,1,1,WoM2030517,005,"Polly (1993-11-18: R.I.P.: Sony Studios (Unplugged), New York City, NY, USA)",03:11,Nirvana,"1993-11-18: R.I.P.: Sony Studios (Unplugged), New York City, NY, USA",,
11314,5888,1,2,MBox13773916-HH,4,From Ashes Rise - Product of Lust,null,,Fragments of a Falling Sky,98,English
11315,5889,1,5,14586175,4,Hungry,10000,MC Eiht,Underground Hero,2002,English
11316,5511,5,1,WoM533315,033,[silence] (44),00:05,Tafs,444,2003,
11317,5890,1,3,59045617MB-01,13,"String Trio, Op. 4 No. 1: II. Allegro assai - Francesco Zappa",2.033,Frank zappa,,'12,English
11318,2821,3,3,46193721MB-01,14,Chica Bomb - NRJ Summer Hits Only 2010,3.517,Dan Bălan,,'10,[Multiuple languages]
11319,1710,3,5,8581276,14,Your Special Day,8000,AndyVale,Performanec Public,,English
11320,5891,1,4,10813-A016,16,016-Keep Lovin' You (feat. Az) (remix),4m 13sec,Dave Hollister,Things in the Game Done Changed (unknown),null,unknown
11321,5565,2,5,9720441,16,Just How Lucky We Are,149000,Pete Ham,7 Park Avenue,1997,English
11322,5892,1,4,116757-A058,5,005-D'Nachban san Necha,5m 59sec,Los Dos y Companeros,Wou hanna doi? (2002),null,Ger.
11323,5893,1,2,MBox31153236-HH,9,Jelly Roll Morton - Fish Tail Blues,185,,The King & Mister Jelly Lord,89,English
11324,5894,1,5,15654813,12,Päivä kerrallaan,257306,Pate Mustajärvi,Patenotitu,2013,Finnish
11325,5895,1,2,MBox19711935-HH, 3,NaNuchKa - Waiting for Satie,189,,Mediterranean,08,English
11326,5896,1,1,WoM32269633,003,Predator (Submit to Genöcide),04:03,Genöcide,Submit to Genöcide,1987,
11327,809,5,3,5250055MB-01,2,Dancing in the Sun,6.633,George Howard,Dancing in the Sun,'85,Eenglish
11328,3106,2,3,3117167MB-01,1,Are you happy now?,2.967,上木彩矢,Are you happy happy now?,'08,Japanese
11329,9841,2,3,49486911MB-01,7,Orichlacon - Warsoul,4.017,Ikazuchi Shirubi,,'11,English
11330,5897,1,1,WoM1471222,005,Soft Shoes (Pleyel Concerts 1954),04:25,Gerry Mulligan Quartet,Pleyel Concerts 1954,1996,
11331,5898,1,2,MBox20763631-HH,1,Sonar - State of Panic (Journey mix),511,,State of Panic,94,English
11332,5872,2,2,MBox13856330-HH,17,Jim Croce - Working at the Car Wash Blues,154,,The Legendary Jim Croce,89,English
11333,8154,2,4,69424-A02,13,013-Black Is the Color of My True Love's Hair,2m 6sec,John Jacob Niles,I Wonder as I Wander: Carols & Love Songs (2006),null,Eng.
11334,5899,1,5,6413916,5,Keyboard Man (typist),,Bitscape,フューチャーランディング -tribute to simon-,,Japanese
11335,9144,3,4,52354-A057,1,001-Old Weakness (Coming on Strong),3m 34sec,Tanya Tucker,Tanya (unknown),null,Eng.
11336,5900,1,3,5962974MB-01,13,Symphoman - Chemin de traverse,5.292,William Sheller,,'05,French
11337,1013,5,3,13877922MB-01,1,Apache (intro) - The Final Tour,0.596,Shadows,,'04,English
11338,5901,1,2,MBox1426883-HH,3,Dirty South vs. Evermore - It's Too Late,178,,"Vendetta Presenta Electro House, Volume 2 (disc 1)",,English
11339,5902,1,4,164570-A013,10,010-Free Spirit (Ashes to Ashes),5m 10sec,Miten with Deva Premal,Soul in Wonder (2007),null,Eng.
11340,8149,2,2,MBox359293-HH,4,Horslips - Green Gravel,204,,Tracks from the Vaults,78,English
11341,8873,2,2,MBox17161322-HH,1,Delbert Bump - In the Zone,218,,Organ-ization,05,English
11342,5903,1,2,MBox27850917-HH,8,The Felt Tips - Silver Spoon,null,,Living and Growing,10,English
11343,8606,2,2,MBox3936940-HH,25,Freeway feat. Hezekiah - As I Ever Been,206,,Month of Madness,09,Engl ish
11344,5904,1,5,1912046,8,Colours,309466,DJ Mind-X,TranzWorld 4,2001,English
11345,5905,1,4,87702-A065,2,002-Sunny Side of the Street,2m 38sec,Jon Mosey,Both Sides of the Street (1998),null,Eng.
11346,3157,2,3,9378417MB-01,1,Technotrance - Boccaccio Life,6.509,D-Shake,,'96,English
11347,9077,3,4,138978-A035,1,001-Almost Brave,2m 4sec,$wingin' Utter$,Live at the Fireside Bowl (1995),null,Eng.
11348,1163,2,4,114032-A017,1,001-Wake Up (club remix),6m 17sec,Interactive,"RaveBase: Raver's Paradise, Phase 9 (1997)",null,Eng.
11349,5906,1,4,222273-A033,4,004- -off vocal ver.-,4m 52sec,,Winter Kiss (2013),null,Jap.
11350,5907,1,5,8827186,16,Three Stars,,Tommy Dee,"The Best of Crest Records, Volume 1: Can You Bop?",1980,English
11351,50,2,4,160324-A016,10,010-Mi apuesta,4m 17sec,Eruca Sativa,Es (2010),null,Spa.
11352,1847,3,3,59704322MB-01,4,Konayuki Maifuru Kouen de * karaoke - Mamoru-kun ni Megami no Shukufuku wo! OP Single – MA MO RU!,,富田麻帆,,'06,Japanees
11353,5603,5,2,MBox19630917-HH,6,Guillaume Dufay - Ecclesie militantis,311,,Intégrale des Motets isorythmiques (Huelgas-Ensemble feat. conductor: Paul Van Nevel),07,Frecnh
11354,5480,3,5,10851894,13,Dead Leg (Beautiful Ones - four track demo),195533,Suede,Coming Up,2011,English
11355,439,3,5,13388852,9,On Our Way Blues,173106,T‐Bone Walker,Jazz & Blues (collection),1995,English
11356,5908,1,1,WoM12681534,001,Cha'am (Plaże),04:40,Mikołaj Hertel,Plaże,2000,Cha'am (Plaże)
11357,5909,1,2,MBox19931610-HH,2,"Praveen - No Sky, No Rain!",226,,Intelligent Toys 5,7,English
